architecture_id,family,variant,strategy,w_bits,m_bits,l_bits,k_bits,configuration,is_literature_baseline,selected_for_synthesis,ssim,ncc,mae,mre,mred,error_class,energy_saving_pct,area_saving_pct,power_mw,area_um2,delay_ns,pdp,edp,balanced_score,profile,pareto_energy_error,pareto_area_error,is_acceptable_mred_010,is_acceptable_mred_005
292,M-AxPPA,M-AxPPA-LOA,LOA,16,8,5,3,"M=8, L=5, K=3",0,0,0.997414,0.998946,352.406,0.005324,0.004757,Baixo erro,36.9401,17.9571,0.788249,820.429,4.671875,3.682599,17.204643,0.616302,Prioridade em acuracia,0,0,1,1
293,M-AxPPA,M-AxPPA-LOA,LOA,16,8,6,2,"M=8, L=6, K=2",0,0,0.99863,0.999441,157.508,0.002797,0.002776,Baixo erro,31.8062,15.682,0.852422,843.18,4.78125,4.075643,19.486669,0.595164,Prioridade em acuracia,0,0,1,1
294,M-AxPPA,M-AxPPA-LOA,LOA,16,8,7,1,"M=8, L=7, K=1",0,0,0.999227,0.99969,90.247,0.001696,0.000236,Baixo erro,26.7509,11.4876,0.915614,885.124,4.890625,4.477926,21.899859,0.570689,Prioridade em acuracia,0,0,1,1
295,M-AxPPA,M-AxPPA-LOA,LOA,16,9,1,6,"M=9, L=1, K=6",0,0,0.989696,0.995815,1330.321,0.021491,0.015841,Baixo erro,49.8402,27.1046,0.626998,728.954,4.34375,2.723522,11.830297,0.670134,Prioridade em acuracia,0,0,1,1
296,M-AxPPA,M-AxPPA-LOA,LOA,16,9,2,5,"M=9, L=2, K=5",0,0,0.992072,0.996789,1010.743,0.016733,0.00995,Baixo erro,45.1187,25.8018,0.686017,741.982,4.453125,3.054919,13.603936,0.657021,Prioridade em acuracia,0,0,1,1
297,M-AxPPA,M-AxPPA-LOA,LOA,16,9,3,4,"M=9, L=3, K=4",0,0,0.995117,0.998019,644.782,0.010224,0.007056,Baixo erro,40.4351,21.6621,0.744561,783.379,4.5625,3.39706,15.499086,0.634393,Prioridade em acuracia,0,0,1,1
298,M-AxPPA,M-AxPPA-LOA,LOA,16,9,4,3,"M=9, L=4, K=3",0,0,0.997072,0.998815,419.807,0.006198,0.003472,Baixo erro,35.8963,17.0742,0.801296,829.258,4.671875,3.743555,17.489421,0.612068,Prioridade em acuracia,0,0,1,1
299,M-AxPPA,M-AxPPA-LOA,LOA,16,9,5,2,"M=9, L=5, K=2",0,0,0.998803,0.999515,168.48,0.00251,0.001676,Baixo erro,31.3628,15.8594,0.857965,841.406,4.78125,4.102143,19.613372,0.595211,Prioridade em acuracia,0,0,1,1
300,M-AxPPA,M-AxPPA-LOA,LOA,16,9,6,1,"M=9, L=6, K=1",0,0,0.999579,0.999828,68.666,0.000862,0.000828,Baixo erro,27.4421,11.3962,0.906973,886.038,4.890625,4.435667,21.693185,0.572289,Prioridade em acuracia,0,0,1,1
301,M-AxPPA,M-AxPPA-LOA,LOA,16,10,1,5,"M=10, L=1, K=5",0,1,0.991711,0.996644,1097.866,0.017516,0.010181,Baixo erro,45.0876,25.0008,0.686405,749.992,4.453125,3.056647,13.611629,0.654878,Prioridade em acuracia,0,0,1,1
302,M-AxPPA,M-AxPPA-LOA,LOA,16,10,2,4,"M=10, L=2, K=4",0,0,0.994795,0.997892,682.757,0.011,0.006386,Baixo erro,39.9692,19.7268,0.750385,802.732,4.5625,3.423632,15.62032,0.629202,Prioridade em acuracia,0,0,1,1
303,M-AxPPA,M-AxPPA-LOA,LOA,16,10,3,3,"M=10, L=3, K=3",0,0,0.996754,0.998684,391.248,0.00682,0.004417,Baixo erro,34.8612,16.466,0.814234,835.34,4.671875,3.804002,17.77182,0.605962,Prioridade em acuracia,0,0,1,1
304,M-AxPPA,M-AxPPA-LOA,LOA,16,10,4,2,"M=10, L=4, K=2",0,0,0.99832,0.99932,261.993,0.003569,0.001856,Baixo erro,31.8734,15.5918,0.851583,844.082,4.78125,4.071629,19.467476,0.59624,Prioridade em acuracia,0,0,1,1
305,M-AxPPA,M-AxPPA-LOA,LOA,16,10,5,1,"M=10, L=5, K=1",0,0,0.99957,0.999823,70.369,0.000846,0.001238,Baixo erro,25.1063,12.2771,0.936172,877.229,4.890625,4.578464,22.391552,0.565434,Prioridade em acuracia,0,0,1,1
306,M-AxPPA,M-AxPPA-LOA,LOA,16,11,1,4,"M=11, L=1, K=4",0,0,0.995254,0.998073,626.121,0.009919,0.007067,Baixo erro,37.8918,20.1198,0.776353,798.802,4.5625,3.542109,16.160872,0.621886,Prioridade em acuracia,0,0,1,1
307,M-AxPPA,M-AxPPA-LOA,LOA,16,11,2,3,"M=11, L=2, K=3",0,0,0.996842,0.998719,429.516,0.006633,0.004326,Baixo erro,35.1143,17.8068,0.811071,821.932,4.671875,3.789224,17.702783,0.609934,Prioridade em acuracia,0,0,1,1
308,M-AxPPA,M-AxPPA-LOA,LOA,16,11,3,2,"M=11, L=3, K=2",0,0,0.998071,0.99922,292.064,0.004103,0.002075,Baixo erro,31.0699,14.1585,0.861627,858.415,4.78125,4.119652,19.697086,0.589953,Prioridade em acuracia,0,0,1,1
309,M-AxPPA,M-AxPPA-LOA,LOA,16,11,4,1,"M=11, L=4, K=1",0,0,0.999198,0.999678,108.933,0.001764,0.000215,Baixo erro,25.1839,11.8175,0.935202,881.825,4.890625,4.573721,22.368352,0.565846,Prioridade em acuracia,0,0,1,1
310,M-AxPPA,M-AxPPA-LOA,LOA,16,12,1,3,"M=12, L=1, K=3",0,1,0.997048,0.998802,358.167,0.006176,0.004305,Baixo erro,33.4211,17.4724,0.832237,825.276,4.671875,3.888105,18.164741,0.603171,Prioridade em acuracia,0,0,1,1
311,M-AxPPA,M-AxPPA-LOA,LOA,16,12,2,2,"M=12, L=2, K=2",0,0,0.99887,0.999539,132.585,0.00231,0.00227,Baixo erro,30.1325,12.7768,0.873344,872.232,4.78125,4.175675,19.964948,0.583328,Prioridade em acuracia,0,0,1,1
312,M-AxPPA,M-AxPPA-LOA,LOA,16,12,3,1,"M=12, L=3, K=1",0,0,0.999948,0.999977,55.052,5.9e-05,0.000632,Baixo erro,25.0479,10.2655,0.936901,897.345,4.890625,4.582031,22.408995,0.561457,Prioridade em acuracia,0,0,1,1
313,M-AxPPA,M-AxPPA-LOA,LOA,16,13,1,2,"M=13, L=1, K=2",0,0,0.998613,0.999435,215.749,0.002855,0.002558,Baixo erro,28.4849,12.9299,0.893938,870.701,4.78125,4.274142,20.435741,0.577458,Prioridade em acuracia,0,0,1,1
314,M-AxPPA,M-AxPPA-LOA,LOA,16,13,2,1,"M=13, L=2, K=1",0,0,0.999832,0.999928,27.854,0.000271,0.001159,Baixo erro,23.4784,8.2872,0.95652,917.128,4.890625,4.677981,22.87825,0.550881,Prioridade em acuracia,0,0,1,1
315,M-AxPPA,M-AxPPA-LOA,LOA,16,14,1,1,"M=14, L=1, K=1",0,0,0.999171,0.999665,100.366,0.001757,0.000959,Baixo erro,23.1675,8.6433,0.960406,913.567,4.890625,4.696984,22.971188,0.550784,Prioridade em acuracia,0,0,1,1
316,Literature,COPY,COPY,16,0,0,1,K=1,1,1,0.99985,0.999933,0.0,0.000174,0.001789,Baixo erro,21.0469,15.8485,0.986914,841.515,4.890625,4.826628,23.605225,0.558217,Prioridade em acuracia,0,0,1,1
317,Literature,COPY,COPY,16,0,0,2,K=2,1,1,0.996813,0.998708,425.165,0.006712,0.004173,Baixo erro,23.8083,18.9137,0.952396,810.863,4.78125,4.553642,21.772103,0.572177,Prioridade em acuracia,0,0,1,1
318,Literature,COPY,COPY,16,0,0,3,K=3,1,1,0.993625,0.997415,823.069,0.013393,0.008704,Baixo erro,29.0161,24.3608,0.887299,756.392,4.671875,4.145351,19.36656,0.597727,Prioridade em acuracia,0,0,1,1
319,Literature,COPY,COPY,16,0,0,4,K=4,1,1,0.990043,0.99596,1194.987,0.020847,0.014394,Baixo erro,34.1067,27.5894,0.823667,724.106,4.5625,3.757979,17.145779,0.616645,Prioridade em acuracia,0,0,1,1
320,Literature,COPY,COPY,16,0,0,5,K=5,1,1,0.98415,0.993574,1966.002,0.033313,0.021492,Baixo erro,39.2761,30.418,0.759049,695.82,4.453125,3.380141,15.05219,0.633375,Prioridade em acuracia,0,0,1,1
321,Literature,COPY,COPY,16,0,0,6,K=6,1,1,0.977002,0.990676,2840.411,0.04833,0.031247,Baixo erro,42.6308,34.1218,0.717115,658.782,4.34375,3.114969,13.530647,0.642568,Prioridade em acuracia,0,0,1,1
322,Literature,COPY,COPY,16,0,0,7,K=7,1,1,0.96846,0.987218,3828.249,0.066399,0.041517,Baixo erro,48.5498,39.0051,0.643128,609.949,4.234375,2.723244,11.531236,0.66295,Prioridade em acuracia,0,0,1,1
323,Literature,COPY,COPY,16,0,0,8,K=8,1,1,0.96015,0.983836,4838.904,0.083575,0.056018,Erro controlado,51.0708,42.8665,0.611615,571.335,4.125,2.52291,10.407006,0.664172,Trade-off intermediario,0,0,1,0
324,Literature,COPY,COPY,16,0,0,9,K=9,1,1,0.948255,0.979024,6239.607,0.108824,0.069369,Erro controlado,56.3062,46.3699,0.546173,536.301,4.015625,2.193225,8.807169,0.675591,Trade-off intermediario,0,0,1,0
325,Literature,COPY,COPY,16,0,0,10,K=10,1,1,0.936311,0.974176,7682.975,0.133784,0.087147,Erro controlado,61.921,47.8938,0.475987,521.062,3.90625,1.859325,7.26299,0.679002,Trade-off intermediario,0,0,1,0
326,Literature,COPY,COPY,16,0,0,11,K=11,1,1,0.923658,0.969048,9253.884,0.160428,0.103737,Erro moderado,64.7946,51.7575,0.440068,482.425,3.796875,1.670881,6.344128,0.679137,Trade-off intermediario,0,0,0,0
327,Literature,COPY,COPY,16,0,0,12,K=12,1,1,0.90923,0.963195,10908.24,0.190663,0.124298,Erro moderado,68.8806,56.7738,0.388993,432.262,3.6875,1.434411,5.289389,0.681681,Trade-off intermediario,0,0,0,0
328,Literature,COPY,COPY,16,0,0,13,K=13,1,1,0.892667,0.956486,12925.534,0.225615,0.145166,Erro moderado,74.9879,58.8613,0.312651,411.387,3.578125,1.118706,4.002869,0.684619,Trade-off intermediario,0,0,0,0
329,Literature,COPY,COPY,16,0,0,14,K=14,1,1,0.875842,0.949658,14968.232,0.260824,0.169689,Erro moderado,79.5773,63.4763,0.255284,365.237,3.46875,0.885516,3.071632,0.683614,Trade-off intermediario,0,0,0,0
330,Literature,COPY,COPY,16,0,0,15,K=15,1,1,0.857848,0.94236,17052.443,0.298586,0.194723,Erro moderado,82.8624,66.5834,0.21422,334.166,3.359375,0.719645,2.417556,0.674038,Trade-off intermediario,0,0,0,0
331,Literature,COPY,COPY,16,0,0,16,K=16,1,1,0.838307,0.934442,19418.721,0.339745,0.220198,Erro moderado,88.873,69.758,0.139088,302.42,3.25,0.452036,1.469118,0.67385,Prioridade em energia,0,0,0,0
332,Literature,LOA,LOA,16,0,0,1,K=1,1,1,0.999679,0.999866,9.598,0.000584,0.001462,Baixo erro,16.5094,11.0349,1.043633,889.651,4.890625,5.104018,24.961839,0.53173,Prioridade em acuracia,0,0,1,1
333,Literature,LOA,LOA,16,0,0,2,K=2,1,1,0.998543,0.999409,236.318,0.003049,0.002121,Baixo erro,21.7579,15.8982,0.978026,841.018,4.78125,4.676189,22.358028,0.560493,Prioridade em acuracia,0,0,1,1
334,Literature,LOA,LOA,16,0,0,3,K=3,1,1,0.995871,0.998331,554.095,0.008801,0.004226,Baixo erro,25.0654,19.1492,0.936683,808.508,4.671875,4.376065,20.44443,0.577128,Prioridade em acuracia,0,0,1,1
335,Literature,LOA,LOA,16,0,0,4,K=4,1,1,0.993357,0.997303,829.106,0.013883,0.009893,Baixo erro,30.4141,21.9979,0.869824,780.021,4.5625,3.968572,18.106611,0.596153,Prioridade em acuracia,0,0,1,1
336,Literature,LOA,LOA,16,0,0,5,K=5,1,1,0.989936,0.995921,1236.375,0.021179,0.013344,Baixo erro,34.0242,25.1261,0.824697,748.739,4.453125,3.672479,16.354009,0.612082,Prioridade em acuracia,0,0,1,1
337,Literature,LOA,LOA,16,0,0,6,K=6,1,1,0.984808,0.993843,1903.982,0.031982,0.020019,Baixo erro,39.3845,28.9689,0.757694,710.311,4.34375,3.291232,14.296288,0.632214,Prioridade em acuracia,0,0,1,1
338,Literature,LOA,LOA,16,0,0,7,K=7,1,1,0.979757,0.991792,2462.907,0.042534,0.027565,Baixo erro,43.0212,32.1457,0.712235,678.543,4.234375,3.01587,12.770324,0.643736,Prioridade em acuracia,0,0,1,1
339,Literature,LOA,LOA,16,0,0,8,K=8,1,1,0.973453,0.98924,3238.186,0.05586,0.035237,Baixo erro,49.0764,38.0632,0.636544,619.368,4.125,2.625746,10.831201,0.669817,Prioridade em acuracia,0,0,1,1
340,Literature,LOA,LOA,16,0,0,9,K=9,1,1,0.966813,0.986548,4091.088,0.069803,0.044383,Baixo erro,53.4878,40.9778,0.581403,590.222,4.015625,2.334695,9.37526,0.681724,Prioridade em acuracia,0,0,1,1
341,Literature,LOA,LOA,16,0,0,10,K=10,1,1,0.959512,0.983584,4975.408,0.085059,0.055291,Erro controlado,56.8253,44.2377,0.539684,557.623,3.90625,2.108141,8.234924,0.688576,Trade-off intermediario,0,0,1,0
342,Literature,LOA,LOA,16,0,0,11,K=11,1,1,0.950763,0.980038,6032.101,0.10347,0.066885,Erro controlado,62.6335,49.1114,0.467081,508.886,3.796875,1.773449,6.733565,0.70705,Trade-off intermediario,0,0,1,0
343,Literature,LOA,LOA,16,0,0,12,K=12,1,1,0.941737,0.97637,7047.181,0.122259,0.081154,Erro controlado,66.4112,52.3003,0.41986,476.997,3.6875,1.548233,5.709108,0.711534,Trade-off intermediario,0,0,1,0
344,Literature,LOA,LOA,16,0,0,13,K=13,1,1,0.931388,0.97218,8298.986,0.144124,0.093904,Erro controlado,70.065,54.8907,0.374188,451.093,3.578125,1.338891,4.79072,0.715961,Trade-off intermediario,0,0,1,0
345,Literature,LOA,LOA,16,0,0,14,K=14,1,1,0.919644,0.967424,9701.207,0.168921,0.108536,Erro moderado,74.1581,58.4041,0.323023,415.959,3.46875,1.120488,3.886692,0.72188,Trade-off intermediario,0,0,0,0
346,Literature,LOA,LOA,16,0,0,15,K=15,1,1,0.90759,0.962536,11169.859,0.194229,0.125159,Erro moderado,80.1106,62.3009,0.248618,376.991,3.359375,0.835199,2.805748,0.733047,Trade-off intermediario,0,0,0,0
347,Literature,LOA,LOA,16,0,0,16,K=16,1,1,0.895756,0.957734,12618.122,0.219023,0.142105,Erro moderado,84.8384,65.4421,0.18952,345.579,3.25,0.615939,2.001803,0.737805,Prioridade em area,0,0,0,0
348,Literature,TRUNC,TRUNC,16,0,0,1,K=1,1,1,0.998644,0.999448,171.013,0.002813,0.002269,Baixo erro,30.9982,35.4812,0.862523,645.188,4.890625,4.218275,20.630001,0.636653,Prioridade em acuracia,0,0,1,1
349,Literature,TRUNC,TRUNC,16,0,0,2,K=2,1,1,0.994417,0.997738,661.817,0.011772,0.007136,Baixo erro,35.9954,38.4247,0.800058,615.753,4.78125,3.825276,18.289602,0.655533,Prioridade em acuracia,0,0,1,1
350,Literature,TRUNC,TRUNC,16,0,0,3,K=3,1,1,0.988245,0.995231,1396.55,0.024621,0.016887,Baixo erro,40.6227,42.0354,0.742216,579.646,4.671875,3.467542,16.199924,0.66907,Prioridade em acuracia,0,0,1,1
351,Literature,TRUNC,TRUNC,16,0,0,4,K=4,1,1,0.978763,0.991389,2577.598,0.0446,0.029171,Baixo erro,43.1218,44.78,0.710977,552.2,4.5625,3.243834,14.799991,0.670239,Prioridade em acuracia,0,0,1,1
352,Literature,TRUNC,TRUNC,16,0,0,5,K=5,1,1,0.96748,0.986811,3890.059,0.068234,0.045362,Baixo erro,47.788,49.5358,0.65265,504.642,4.453125,2.906332,12.942258,0.679199,Prioridade em acuracia,0,0,1,1
353,Literature,TRUNC,TRUNC,16,0,0,6,K=6,1,1,0.95318,0.981017,5657.044,0.098374,0.063788,Erro controlado,54.0133,53.722,0.574833,462.78,4.34375,2.496932,10.846047,0.689951,Trade-off intermediario,0,0,1,0
354,Literature,TRUNC,TRUNC,16,0,0,7,K=7,1,1,0.936204,0.97413,7632.347,0.133955,0.087909,Erro controlado,56.5219,57.0038,0.543476,429.962,4.234375,2.301282,9.744489,0.679017,Trade-off intermediario,0,0,1,0
355,Literature,TRUNC,TRUNC,16,0,0,8,K=8,1,1,0.917257,0.966447,9893.699,0.173742,0.113967,Erro moderado,61.2572,59.3517,0.484286,406.483,4.125,1.997678,8.240421,0.671788,Trade-off intermediario,0,0,0,0
356,Literature,TRUNC,TRUNC,16,0,0,9,K=9,1,1,0.894867,0.95737,12605.601,0.220809,0.144231,Erro moderado,66.9168,63.9132,0.41354,360.868,4.015625,1.660621,6.668431,0.668023,Trade-off intermediario,0,0,0,0
357,Literature,TRUNC,TRUNC,16,0,0,10,K=10,1,1,0.87004,0.947301,15562.032,0.272913,0.178724,Erro moderado,71.8967,66.3769,0.351291,336.231,3.90625,1.372232,5.360281,0.652429,Trade-off intermediario,0,0,0,0
358,Literature,TRUNC,TRUNC,16,0,0,11,K=11,1,1,0.842565,0.936165,18807.644,0.330721,0.215269,Erro moderado,76.1281,71.5031,0.298399,284.969,3.796875,1.132984,4.301799,0.637742,Trade-off intermediario,0,0,0,0
359,Literature,TRUNC,TRUNC,16,0,0,12,K=12,1,1,0.812274,0.923883,22461.15,0.394355,0.256643,Erro alto,80.1412,74.4423,0.248234,255.577,3.6875,0.915365,3.375407,0.612001,Trade-off intermediario,0,0,0,0
360,Literature,TRUNC,TRUNC,16,0,0,13,K=13,1,1,0.779655,0.910659,26313.971,0.462916,0.300813,Erro alto,85.3867,77.6573,0.182666,223.427,3.578125,0.653601,2.338666,0.588123,Prioridade em energia,0,0,0,0
361,Literature,TRUNC,TRUNC,16,0,0,14,K=14,1,1,0.744981,0.896601,30455.372,0.535792,0.347816,Erro alto,90.0968,80.3929,0.123789,196.071,3.46875,0.429395,1.489462,0.558084,Prioridade em energia,0,0,0,0
362,Literature,TRUNC,TRUNC,16,0,0,15,K=15,1,1,0.707218,0.881288,34930.467,0.615095,0.399734,Erro alto,94.5492,86.6688,0.068135,133.312,3.359375,0.228892,0.768933,0.529423,Prioridade em energia,0,1,0,0
363,Literature,TRUNC,TRUNC,16,0,0,16,K=16,1,1,0.300099,0.67004,56701.531,0.99978,5000.0,Erro alto,97.0816,90.3988,0.036481,96.012,3.25,0.118562,0.385325,0.54672,Prioridade em energia,0,1,0,0
364,Literature,LDCA,LDCA,16,0,0,1,K=1,1,1,0.999914,0.99996,0.0,5.2e-05,0.001557,Baixo erro,18.4494,13.9043,1.019382,860.957,4.890625,4.985417,24.381805,0.5449,Prioridade em acuracia,0,0,1,1
365,Literature,LDCA,LDCA,16,0,0,2,K=2,1,1,0.997502,0.998993,299.148,0.00537,0.00203,Baixo erro,23.2506,17.4226,0.959368,825.774,4.78125,4.586978,21.931489,0.569299,Prioridade em acuracia,0,0,1,1
366,Literature,LDCA,LDCA,16,0,0,3,K=3,1,1,0.994967,0.997959,643.157,0.01056,0.007022,Baixo erro,28.4963,22.0208,0.893796,779.792,4.671875,4.175704,19.508368,0.592587,Prioridade em acuracia,0,0,1,1
367,Literature,LDCA,LDCA,16,0,0,4,K=4,1,1,0.991548,0.996573,1045.778,0.017759,0.011498,Baixo erro,32.6612,25.1659,0.841735,748.341,4.5625,3.840414,17.521889,0.609381,Prioridade em acuracia,0,0,1,1
368,Literature,LDCA,LDCA,16,0,0,5,K=5,1,1,0.987506,0.994933,1564.117,0.02621,0.017481,Baixo erro,36.5808,28.7309,0.79274,712.691,4.453125,3.530173,15.7203,0.624531,Prioridade em acuracia,0,0,1,1
369,Literature,LDCA,LDCA,16,0,0,6,K=6,1,1,0.98089,0.992251,2368.796,0.040126,0.02633,Baixo erro,40.4277,32.7859,0.744653,672.141,4.34375,3.234587,14.050238,0.63728,Prioridade em acuracia,0,0,1,1
370,Literature,LDCA,LDCA,16,0,0,7,K=7,1,1,0.973849,0.989399,3193.572,0.054999,0.035037,Baixo erro,45.4935,35.2511,0.681332,647.489,4.234375,2.885014,12.21623,0.651024,Prioridade em acuracia,0,0,1,1
371,Literature,LDCA,LDCA,16,0,0,8,K=8,1,1,0.966598,0.986459,4092.746,0.070234,0.044925,Baixo erro,51.1552,39.9146,0.61056,600.854,4.125,2.518562,10.389068,0.670431,Prioridade em acuracia,0,0,1,1
372,Literature,LDCA,LDCA,16,0,0,9,K=9,1,1,0.958233,0.983066,5112.436,0.087766,0.056802,Erro controlado,55.3154,44.7851,0.558558,552.149,4.015625,2.24296,9.006885,0.682694,Trade-off intermediario,0,0,1,0
373,Literature,LDCA,LDCA,16,0,0,10,K=10,1,1,0.948095,0.978952,6303.167,0.108978,0.071619,Erro controlado,58.6897,47.009,0.516379,529.91,3.90625,2.017105,7.879316,0.682985,Trade-off intermediario,0,0,1,0
374,Literature,LDCA,LDCA,16,0,0,11,K=11,1,1,0.936562,0.974278,7721.46,0.133265,0.086714,Erro controlado,63.6501,50.0946,0.454374,499.054,3.796875,1.725202,6.550377,0.690534,Trade-off intermediario,0,0,1,0
375,Literature,LDCA,LDCA,16,0,0,12,K=12,1,1,0.924591,0.969426,9132.139,0.158455,0.102602,Erro moderado,67.1502,53.8302,0.410622,461.698,3.6875,1.51417,5.583501,0.693413,Trade-off intermediario,0,0,0,0
376,Literature,LDCA,LDCA,16,0,0,13,K=13,1,1,0.91262,0.964564,10571.729,0.183423,0.121007,Erro moderado,73.5434,58.3466,0.330707,416.534,3.578125,1.183312,4.234038,0.705519,Trade-off intermediario,0,0,0,0
377,Literature,LDCA,LDCA,16,0,0,14,K=14,1,1,0.898297,0.958764,12284.986,0.213677,0.138705,Erro moderado,76.8022,60.7768,0.289973,392.232,3.46875,1.005843,3.489017,0.70261,Trade-off intermediario,0,0,0,0
378,Literature,LDCA,LDCA,16,0,0,15,K=15,1,1,0.88313,0.952613,14042.408,0.245521,0.159641,Erro moderado,81.0917,65.0386,0.236354,349.614,3.359375,0.794002,2.66735,0.70379,Trade-off intermediario,0,0,0,0
379,Literature,LDCA,LDCA,16,0,0,16,K=16,1,1,0.866215,0.945758,16098.754,0.28111,0.182133,Erro moderado,86.8001,68.998,0.164999,310.02,3.25,0.536247,1.742803,0.707617,Prioridade em energia,0,0,0,0
380,Literature,LZTA,LZTA,16,0,0,1,K=1,1,1,0.999692,0.999871,8.446,0.000566,0.001333,Baixo erro,23.8711,20.1426,0.951612,798.574,4.890625,4.653976,22.760853,0.578317,Prioridade em acuracia,0,0,1,1
381,Literature,LZTA,LZTA,16,0,0,2,K=2,1,1,0.996567,0.998612,434.084,0.007301,0.003696,Baixo erro,27.4176,24.1505,0.90728,758.495,4.78125,4.337933,20.740744,0.59719,Prioridade em acuracia,0,0,1,1
382,Literature,LZTA,LZTA,16,0,0,3,K=3,1,1,0.993197,0.997241,867.017,0.014288,0.009338,Baixo erro,33.6196,27.2717,0.829755,727.283,4.671875,3.87651,18.110572,0.619894,Prioridade em acuracia,0,0,1,1
383,Literature,LZTA,LZTA,16,0,0,4,K=4,1,1,0.987126,0.994782,1552.845,0.027081,0.017198,Baixo erro,36.9774,29.5711,0.787782,704.289,4.5625,3.594256,16.398793,0.628125,Prioridade em acuracia,0,0,1,1
384,Literature,LZTA,LZTA,16,0,0,5,K=5,1,1,0.981108,0.992339,2320.977,0.039673,0.025975,Baixo erro,42.2079,33.1989,0.722401,668.011,4.453125,3.216941,14.325439,0.644951,Prioridade em acuracia,0,0,1,1
385,Literature,LZTA,LZTA,16,0,0,6,K=6,1,1,0.97167,0.988516,3463.474,0.059584,0.037935,Baixo erro,46.5288,37.7173,0.668391,622.827,4.34375,2.903322,12.611303,0.656915,Prioridade em acuracia,0,0,1,1
386,Literature,LZTA,LZTA,16,0,0,7,K=7,1,1,0.961758,0.984495,4619.493,0.080348,0.052138,Erro controlado,51.5006,41.493,0.606243,585.07,4.234375,2.56706,10.869896,0.667036,Trade-off intermediario,0,0,1,0
387,Literature,LZTA,LZTA,16,0,0,8,K=8,1,1,0.949707,0.979613,6082.106,0.105765,0.067478,Erro controlado,55.3403,43.7644,0.558246,562.356,4.125,2.302764,9.4989,0.668506,Trade-off intermediario,0,0,1,0
388,Literature,LZTA,LZTA,16,0,0,9,K=9,1,1,0.937022,0.974462,7596.511,0.13224,0.086736,Erro controlado,58.3812,49.5958,0.520235,504.042,4.015625,2.08907,8.388921,0.670588,Trade-off intermediario,0,0,1,0
389,Literature,LZTA,LZTA,16,0,0,10,K=10,1,1,0.921717,0.968264,9429.481,0.164564,0.105731,Erro moderado,65.0685,52.721,0.436644,472.79,3.90625,1.705642,6.662664,0.680002,Trade-off intermediario,0,0,0,0
390,Literature,LZTA,LZTA,16,0,0,11,K=11,1,1,0.905412,0.961653,11371.082,0.198814,0.128051,Erro moderado,69.1344,55.6297,0.38582,443.703,3.796875,1.46491,5.562079,0.675832,Trade-off intermediario,0,0,0,0
391,Literature,LZTA,LZTA,16,0,0,12,K=12,1,1,0.887964,0.954574,13447.621,0.235384,0.152837,Erro moderado,73.8221,58.748,0.327224,412.52,3.6875,1.206637,4.449475,0.671569,Trade-off intermediario,0,0,0,0
392,Literature,LZTA,LZTA,16,0,0,13,K=13,1,1,0.868293,0.9466,15838.136,0.27675,0.179238,Erro moderado,77.9972,61.7506,0.275035,382.494,3.578125,0.984109,3.521266,0.663403,Trade-off intermediario,0,0,0,0
393,Literature,LZTA,LZTA,16,0,0,14,K=14,1,1,0.847384,0.938118,18325.605,0.32059,0.208776,Erro moderado,82.0138,66.395,0.224828,336.05,3.46875,0.779872,2.705182,0.654771,Trade-off intermediario,0,0,0,0
394,Literature,LZTA,LZTA,16,0,0,15,K=15,1,1,0.824262,0.928742,21090.986,0.369141,0.240608,Erro moderado,86.7828,70.8419,0.165215,291.581,3.359375,0.555019,1.864517,0.645806,Prioridade em energia,0,0,0,0
395,Literature,LZTA,LZTA,16,0,0,16,K=16,1,1,0.800629,0.919157,23844.851,0.418716,0.273724,Erro alto,91.2796,73.953,0.109004,260.47,3.25,0.354264,1.151359,0.631469,Prioridade em energia,0,0,0,0
396,Literature,M-HEAA,M-HEAA,16,0,0,1,K=1,1,1,0.999948,0.999974,42.969,0.0,0.001299,Baixo erro,17.4709,11.2435,1.031614,887.565,4.890625,5.045239,24.674372,0.535809,Prioridade em acuracia,0,0,1,1
397,Literature,M-HEAA,M-HEAA,16,0,0,2,K=2,1,1,0.998553,0.999413,216.507,0.00304,0.001975,Baixo erro,22.1239,14.8832,0.973451,851.168,4.78125,4.654311,22.253425,0.559718,Prioridade em acuracia,0,0,1,1
398,Literature,M-HEAA,M-HEAA,16,0,0,3,K=3,1,1,0.99713,0.998839,347.257,0.006081,0.003344,Baixo erro,26.5706,19.2443,0.917867,807.557,4.671875,4.288162,20.033757,0.583707,Prioridade em acuracia,0,0,1,1
399,Literature,M-HEAA,M-HEAA,16,0,0,4,K=4,1,1,0.994857,0.997911,671.373,0.010724,0.007915,Baixo erro,32.146,22.148,0.848176,778.52,4.5625,3.869801,17.655968,0.604897,Prioridade em acuracia,0,0,1,1
400,Literature,M-HEAA,M-HEAA,16,0,0,5,K=5,1,1,0.991151,0.996411,1086.493,0.018574,0.012265,Baixo erro,36.2516,27.6123,0.796855,723.877,4.453125,3.548496,15.801897,0.626753,Prioridade em acuracia,0,0,1,1
401,Literature,M-HEAA,M-HEAA,16,0,0,6,K=6,1,1,0.987507,0.994939,1579.656,0.026346,0.01594,Baixo erro,40.7348,31.8974,0.740815,681.026,4.34375,3.217915,13.977818,0.648107,Prioridade em acuracia,0,0,1,1
