architecture_id,family,variant,baseline_source,w_bits,m_bits,l_bits,k_bits,approximation_strategy,is_literature_baseline,selected_for_synthesis,input_vectors,ssim,ncc,mae,mre,mred,accuracy_rank,technology_node_nm,supply_voltage,clock_mhz,energy_saving_pct,area_saving_pct,power_mw,area_um2,delay_ns,pdp,edp,normalized_error,normalized_energy_saving,normalized_area_saving,balanced_score,pareto_optimal_energy_error,pareto_optimal_area_error
272,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,2,8,LOA,0,0,1000000,0.980318,0.992018,2425.123,0.041317,0.027231,250,65,1.25,200,62.1209,36.1954,0.473488,638.046,4.125,1.953139,8.0567,0.931877,0.633887,0.400397,0.721284,0,0
273,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,3,7,LOA,0,0,1000000,0.984674,0.99379,1941.912,0.032289,0.01989,221,65,1.25,200,57.0193,32.0695,0.537259,679.305,4.234375,2.274955,9.633014,0.950242,0.58183,0.354756,0.7022,1,0
274,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,4,6,LOA,0,0,1000000,0.988531,0.995348,1434.597,0.024066,0.015985,191,65,1.25,200,52.3063,30.6648,0.596171,693.352,4.34375,2.589617,11.248648,0.960011,0.533738,0.339217,0.686657,0,0
275,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,5,5,LOA,0,1,1000000,0.991813,0.99668,1079.054,0.017179,0.011407,170,65,1.25,200,46.3397,25.7435,0.670753,742.565,4.453125,2.986949,13.301257,0.971464,0.472854,0.284777,0.659613,0,0
276,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,6,4,LOA,0,0,1000000,0.994734,0.997869,686.779,0.011161,0.006087,117,65,1.25,200,42.3801,23.2352,0.720249,767.648,4.5625,3.286136,14.992994,0.984772,0.43245,0.25703,0.645911,0,0
277,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,7,3,LOA,0,0,1000000,0.996574,0.99861,477.777,0.007183,0.004843,105,65,1.25,200,38.3029,21.2938,0.771213,787.062,4.671875,3.603013,16.832826,0.987884,0.390846,0.235554,0.628455,0,0
278,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,8,2,LOA,0,0,1000000,0.998242,0.999288,234.786,0.003721,0.002089,59,65,1.25,200,34.2385,16.3457,0.822018,836.543,4.78125,3.930275,18.791627,0.994774,0.349372,0.180818,0.606092,0,0
279,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,9,1,LOA,0,0,1000000,0.998712,0.999482,184.855,0.002805,0.000636,13,65,1.25,200,28.2849,14.7277,0.896438,852.723,4.890625,4.384144,21.441206,0.998409,0.288621,0.162919,0.582885,0,0
280,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,1,8,LOA,0,0,1000000,0.981134,0.992346,2382.732,0.039526,0.026983,247,65,1.25,200,59.7737,36.446,0.502829,635.54,4.125,2.074168,8.555942,0.932498,0.609936,0.403169,0.713735,0,0
281,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,2,7,LOA,0,0,1000000,0.985287,0.99403,1851.073,0.030816,0.021145,226,65,1.25,200,55.0447,31.7865,0.561942,682.135,4.234375,2.379472,10.075577,0.947102,0.561681,0.351625,0.693109,0,0
282,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,3,6,LOA,0,0,1000000,0.988405,0.995298,1488.115,0.024343,0.016023,192,65,1.25,200,50.3395,30.1937,0.620756,698.063,4.34375,2.696409,11.712526,0.959916,0.513668,0.334006,0.678547,0,0
283,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,4,5,LOA,0,1,1000000,0.992312,0.996883,1000.821,0.016165,0.010355,153,65,1.25,200,46.8788,25.9519,0.664015,740.481,4.453125,2.956943,13.167638,0.974095,0.478355,0.287082,0.663184,0,0
284,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,5,4,LOA,0,0,1000000,0.994386,0.997723,685.047,0.011791,0.007714,138,65,1.25,200,42.1963,22.7933,0.722546,772.067,4.5625,3.296618,15.040819,0.980702,0.430574,0.252142,0.642445,0,0
285,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,6,3,LOA,0,0,1000000,0.997372,0.998932,383.897,0.005455,0.004322,98,65,1.25,200,37.6213,20.022,0.779734,799.78,4.671875,3.642819,17.018795,0.989188,0.383891,0.221485,0.623793,0,0
286,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,7,2,LOA,0,0,1000000,0.997547,0.999009,318.2,0.00523,0.002487,65,65,1.25,200,32.3086,15.5429,0.846143,844.571,4.78125,4.045621,19.343126,0.993778,0.32968,0.171937,0.596976,0,0
287,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,8,1,LOA,0,0,1000000,0.999612,0.999841,87.33,0.00077,0.001039,28,65,1.25,200,29.0489,13.9823,0.886889,860.177,4.890625,4.337442,21.212801,0.997401,0.296417,0.154674,0.583511,0,0
288,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,1,7,LOA,0,0,1000000,0.98522,0.994004,1879.996,0.030969,0.021104,225,65,1.25,200,53.9496,32.0384,0.57563,679.616,4.234375,2.437433,10.321003,0.947205,0.550506,0.354412,0.689802,0,0
289,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,2,6,LOA,0,0,1000000,0.989572,0.995765,1297.077,0.021763,0.015867,189,65,1.25,200,50.8953,27.6937,0.613809,723.063,4.34375,2.666232,11.581447,0.960306,0.51934,0.30635,0.675177,0,0
290,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,3,5,LOA,0,1,1000000,0.992407,0.996923,975.76,0.015987,0.009969,147,65,1.25,200,46.0134,24.3354,0.674833,756.646,4.453125,3.005115,13.382151,0.975061,0.469524,0.2692,0.656951,0,0
291,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,4,4,LOA,0,0,1000000,0.994728,0.997861,653.798,0.011048,0.00751,135,65,1.25,200,41.4269,22.2654,0.732164,777.346,4.5625,3.340499,15.241029,0.981213,0.422723,0.246302,0.638759,0,0
292,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,5,3,LOA,0,0,1000000,0.997414,0.998946,352.406,0.005324,0.004757,103,65,1.25,200,36.9401,17.9571,0.788249,820.429,4.671875,3.682599,17.204643,0.9881,0.37694,0.198643,0.616302,0,0
293,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,6,2,LOA,0,0,1000000,0.99863,0.999441,157.508,0.002797,0.002776,71,65,1.25,200,31.8062,15.682,0.852422,843.18,4.78125,4.075643,19.486669,0.993055,0.324553,0.173476,0.595164,0,0
294,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,7,1,LOA,0,0,1000000,0.999227,0.99969,90.247,0.001696,0.000236,4,65,1.25,200,26.7509,11.4876,0.915614,885.124,4.890625,4.477926,21.899859,0.99941,0.272968,0.127077,0.570689,0,0
295,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,1,6,LOA,0,0,1000000,0.989696,0.995815,1330.321,0.021491,0.015841,188,65,1.25,200,49.8402,27.1046,0.626998,728.954,4.34375,2.723522,11.830297,0.960371,0.508573,0.299834,0.670134,0,0
296,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,2,5,LOA,0,0,1000000,0.992072,0.996789,1010.743,0.016733,0.00995,146,65,1.25,200,45.1187,25.8018,0.686017,741.982,4.453125,3.054919,13.603936,0.975108,0.460395,0.285422,0.657021,0,0
297,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,3,4,LOA,0,0,1000000,0.995117,0.998019,644.782,0.010224,0.007056,128,65,1.25,200,40.4351,21.6621,0.744561,783.379,4.5625,3.39706,15.499086,0.982348,0.412603,0.239628,0.634393,0,0
298,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,4,3,LOA,0,0,1000000,0.997072,0.998815,419.807,0.006198,0.003472,81,65,1.25,200,35.8963,17.0742,0.801296,829.258,4.671875,3.743555,17.489421,0.991314,0.366289,0.188876,0.612068,0,0
299,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,5,2,LOA,0,0,1000000,0.998803,0.999515,168.48,0.00251,0.001676,44,65,1.25,200,31.3628,15.8594,0.857965,841.406,4.78125,4.102143,19.613372,0.995807,0.320029,0.175438,0.595211,0,0
300,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,6,1,LOA,0,0,1000000,0.999579,0.999828,68.666,0.000862,0.000828,20,65,1.25,200,27.4421,11.3962,0.906973,886.038,4.890625,4.435667,21.693185,0.997929,0.280021,0.126066,0.572289,0,0
301,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,10,1,5,LOA,0,1,1000000,0.991711,0.996644,1097.866,0.017516,0.010181,149,65,1.25,200,45.0876,25.0008,0.686405,749.992,4.453125,3.056647,13.611629,0.974531,0.460078,0.276561,0.654878,0,0
302,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,10,2,4,LOA,0,0,1000000,0.994795,0.997892,682.757,0.011,0.006386,120,65,1.25,200,39.9692,19.7268,0.750385,802.732,4.5625,3.423632,15.62032,0.984024,0.407849,0.21822,0.629202,0,0
303,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,10,3,3,LOA,0,0,1000000,0.996754,0.998684,391.248,0.00682,0.004417,101,65,1.25,200,34.8612,16.466,0.814234,835.34,4.671875,3.804002,17.77182,0.98895,0.355727,0.182148,0.605962,0,0
304,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,10,4,2,LOA,0,0,1000000,0.99832,0.99932,261.993,0.003569,0.001856,53,65,1.25,200,31.8734,15.5918,0.851583,844.082,4.78125,4.071629,19.467476,0.995357,0.325239,0.172478,0.59624,0,0
305,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,10,5,1,LOA,0,0,1000000,0.99957,0.999823,70.369,0.000846,0.001238,34,65,1.25,200,25.1063,12.2771,0.936172,877.229,4.890625,4.578464,22.391552,0.996903,0.256187,0.13581,0.565434,0,0
306,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,11,1,4,LOA,0,0,1000000,0.995254,0.998073,626.121,0.009919,0.007067,129,65,1.25,200,37.8918,20.1198,0.776353,798.802,4.5625,3.542109,16.160872,0.982321,0.386651,0.222567,0.621886,0,0
307,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,11,2,3,LOA,0,0,1000000,0.996842,0.998719,429.516,0.006633,0.004326,99,65,1.25,200,35.1143,17.8068,0.811071,821.932,4.671875,3.789224,17.702783,0.989178,0.358309,0.19698,0.609934,0,0
308,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,11,3,2,LOA,0,0,1000000,0.998071,0.99922,292.064,0.004103,0.002075,58,65,1.25,200,31.0699,14.1585,0.861627,858.415,4.78125,4.119652,19.697086,0.994809,0.31704,0.156623,0.589953,0,0
309,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,11,4,1,LOA,0,0,1000000,0.999198,0.999678,108.933,0.001764,0.000215,3,65,1.25,200,25.1839,11.8175,0.935202,881.825,4.890625,4.573721,22.368352,0.999462,0.256979,0.130726,0.565846,0,0
310,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,12,1,3,LOA,0,1,1000000,0.997048,0.998802,358.167,0.006176,0.004305,96,65,1.25,200,33.4211,17.4724,0.832237,825.276,4.671875,3.888105,18.164741,0.98923,0.341032,0.193281,0.603171,0,0
311,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,12,2,2,LOA,0,0,1000000,0.99887,0.999539,132.585,0.00231,0.00227,63,65,1.25,200,30.1325,12.7768,0.873344,872.232,4.78125,4.175675,19.964948,0.994321,0.307474,0.141338,0.583328,0,0
312,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,12,3,1,LOA,0,0,1000000,0.999948,0.999977,55.052,5.9e-05,0.000632,12,65,1.25,200,25.0479,10.2655,0.936901,897.345,4.890625,4.582031,22.408995,0.998419,0.255591,0.113558,0.561457,0,0
313,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,13,1,2,LOA,0,0,1000000,0.998613,0.999435,215.749,0.002855,0.002558,67,65,1.25,200,28.4849,12.9299,0.893938,870.701,4.78125,4.274142,20.435741,0.993601,0.290662,0.143032,0.577458,0,0
314,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,13,2,1,LOA,0,0,1000000,0.999832,0.999928,27.854,0.000271,0.001159,32,65,1.25,200,23.4784,8.2872,0.95652,917.128,4.890625,4.677981,22.87825,0.997101,0.239576,0.091674,0.550881,0,0
315,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,14,1,1,LOA,0,0,1000000,0.999171,0.999665,100.366,0.001757,0.000959,24,65,1.25,200,23.1675,8.6433,0.960406,913.567,4.890625,4.696984,22.971188,0.997601,0.236403,0.095613,0.550784,0,0
316,Literature,COPY,synthetic_literature_baseline,16,,,1,COPY,1,1,1000000,0.99985,0.999933,0.0,0.000174,0.001789,49,65,1.25,200,21.0469,15.8485,0.986914,841.515,4.890625,4.826628,23.605225,0.995525,0.214764,0.175318,0.558217,0,0
317,Literature,COPY,synthetic_literature_baseline,16,,,2,COPY,1,1,1000000,0.996813,0.998708,425.165,0.006712,0.004173,92,65,1.25,200,23.8083,18.9137,0.952396,810.863,4.78125,4.553642,21.772103,0.989561,0.242942,0.209225,0.572177,0,0
318,Literature,COPY,synthetic_literature_baseline,16,,,3,COPY,1,1,1000000,0.993625,0.997415,823.069,0.013393,0.008704,142,65,1.25,200,29.0161,24.3608,0.887299,756.392,4.671875,4.145351,19.36656,0.978226,0.296083,0.269481,0.597727,0,0
319,Literature,COPY,synthetic_literature_baseline,16,,,4,COPY,1,1,1000000,0.990043,0.99596,1194.987,0.020847,0.014394,183,65,1.25,200,34.1067,27.5894,0.823667,724.106,4.5625,3.757979,17.145779,0.963991,0.348028,0.305197,0.616645,0,0
320,Literature,COPY,synthetic_literature_baseline,16,,,5,COPY,1,1,1000000,0.98415,0.993574,1966.002,0.033313,0.021492,228,65,1.25,200,39.2761,30.418,0.759049,695.82,4.453125,3.380141,15.05219,0.946234,0.400777,0.336487,0.633375,0,0
321,Literature,COPY,synthetic_literature_baseline,16,,,6,COPY,1,1,1000000,0.977002,0.990676,2840.411,0.04833,0.031247,266,65,1.25,200,42.6308,34.1218,0.717115,658.782,4.34375,3.114969,13.530647,0.921831,0.435008,0.377459,0.642568,0,0
322,Literature,COPY,synthetic_literature_baseline,16,,,7,COPY,1,1,1000000,0.96846,0.987218,3828.249,0.066399,0.041517,290,65,1.25,200,48.5498,39.0051,0.643128,609.949,4.234375,2.723244,11.531236,0.896138,0.495406,0.431478,0.66295,0,0
323,Literature,COPY,synthetic_literature_baseline,16,,,8,COPY,1,1,1000000,0.96015,0.983836,4838.904,0.083575,0.056018,324,65,1.25,200,51.0708,42.8665,0.611615,571.335,4.125,2.52291,10.407006,0.859862,0.521131,0.474193,0.664172,0,0
324,Literature,COPY,synthetic_literature_baseline,16,,,9,COPY,1,1,1000000,0.948255,0.979024,6239.607,0.108824,0.069369,350,65,1.25,200,56.3062,46.3699,0.546173,536.301,4.015625,2.193225,8.807169,0.826462,0.574553,0.512948,0.675591,0,0
325,Literature,COPY,synthetic_literature_baseline,16,,,10,COPY,1,1,1000000,0.936311,0.974176,7682.975,0.133784,0.087147,378,65,1.25,200,61.921,47.8938,0.475987,521.062,3.90625,1.859325,7.26299,0.781988,0.631847,0.529806,0.679002,0,0
326,Literature,COPY,synthetic_literature_baseline,16,,,11,COPY,1,1,1000000,0.923658,0.969048,9253.884,0.160428,0.103737,394,65,1.25,200,64.7946,51.7575,0.440068,482.425,3.796875,1.670881,6.344128,0.740485,0.661169,0.572546,0.679137,0,0
327,Literature,COPY,synthetic_literature_baseline,16,,,12,COPY,1,1,1000000,0.90923,0.963195,10908.24,0.190663,0.124298,408,65,1.25,200,68.8806,56.7738,0.388993,432.262,3.6875,1.434411,5.289389,0.689048,0.702863,0.628037,0.681681,0,0
328,Literature,COPY,synthetic_literature_baseline,16,,,13,COPY,1,1,1000000,0.892667,0.956486,12925.534,0.225615,0.145166,420,65,1.25,200,74.9879,58.8613,0.312651,411.387,3.578125,1.118706,4.002869,0.636844,0.765183,0.651129,0.684619,0,0
329,Literature,COPY,synthetic_literature_baseline,16,,,14,COPY,1,1,1000000,0.875842,0.949658,14968.232,0.260824,0.169689,426,65,1.25,200,79.5773,63.4763,0.255284,365.237,3.46875,0.885516,3.071632,0.575495,0.812013,0.702181,0.683614,0,0
330,Literature,COPY,synthetic_literature_baseline,16,,,15,COPY,1,1,1000000,0.857848,0.94236,17052.443,0.298586,0.194723,431,65,1.25,200,82.8624,66.5834,0.21422,334.166,3.359375,0.719645,2.417556,0.512869,0.845535,0.736552,0.674038,0,0
331,Literature,COPY,synthetic_literature_baseline,16,,,16,COPY,1,1,1000000,0.838307,0.934442,19418.721,0.339745,0.220198,435,65,1.25,200,88.873,69.758,0.139088,302.42,3.25,0.452036,1.469118,0.449139,0.906867,0.77167,0.67385,0,0
332,Literature,LOA,synthetic_literature_baseline,16,,,1,LOA,1,1,1000000,0.999679,0.999866,9.598,0.000584,0.001462,41,65,1.25,200,16.5094,11.0349,1.043633,889.651,4.890625,5.104018,24.961839,0.996343,0.168463,0.122069,0.53173,0,0
333,Literature,LOA,synthetic_literature_baseline,16,,,2,LOA,1,1,1000000,0.998543,0.999409,236.318,0.003049,0.002121,61,65,1.25,200,21.7579,15.8982,0.978026,841.018,4.78125,4.676189,22.358028,0.994694,0.222019,0.175867,0.560493,0,0
334,Literature,LOA,synthetic_literature_baseline,16,,,3,LOA,1,1,1000000,0.995871,0.998331,554.095,0.008801,0.004226,94,65,1.25,200,25.0654,19.1492,0.936683,808.508,4.671875,4.376065,20.44443,0.989428,0.255769,0.21183,0.577128,0,0
335,Literature,LOA,synthetic_literature_baseline,16,,,4,LOA,1,1,1000000,0.993357,0.997303,829.106,0.013883,0.009893,145,65,1.25,200,30.4141,21.9979,0.869824,780.021,4.5625,3.968572,18.106611,0.975251,0.310348,0.243343,0.596153,0,0
336,Literature,LOA,synthetic_literature_baseline,16,,,5,LOA,1,1,1000000,0.989936,0.995921,1236.375,0.021179,0.013344,182,65,1.25,200,34.0242,25.1261,0.824697,748.739,4.453125,3.672479,16.354009,0.966618,0.347186,0.277947,0.612082,0,0
337,Literature,LOA,synthetic_literature_baseline,16,,,6,LOA,1,1,1000000,0.984808,0.993843,1903.982,0.031982,0.020019,222,65,1.25,200,39.3845,28.9689,0.757694,710.311,4.34375,3.291232,14.296288,0.949919,0.401883,0.320457,0.632214,0,0
338,Literature,LOA,synthetic_literature_baseline,16,,,7,LOA,1,1,1000000,0.979757,0.991792,2462.907,0.042534,0.027565,251,65,1.25,200,43.0212,32.1457,0.712235,678.543,4.234375,3.01587,12.770324,0.931042,0.438992,0.355599,0.643736,0,0
339,Literature,LOA,synthetic_literature_baseline,16,,,8,LOA,1,1,1000000,0.973453,0.98924,3238.186,0.05586,0.035237,281,65,1.25,200,49.0764,38.0632,0.636544,619.368,4.125,2.625746,10.831201,0.911849,0.50078,0.421059,0.669817,0,0
340,Literature,LOA,synthetic_literature_baseline,16,,,9,LOA,1,1,1000000,0.966813,0.986548,4091.088,0.069803,0.044383,306,65,1.25,200,53.4878,40.9778,0.581403,590.222,4.015625,2.334695,9.37526,0.888969,0.545794,0.4533,0.681724,0,0
341,Literature,LOA,synthetic_literature_baseline,16,,,10,LOA,1,1,1000000,0.959512,0.983584,4975.408,0.085059,0.055291,322,65,1.25,200,56.8253,44.2377,0.539684,557.623,3.90625,2.108141,8.234924,0.861681,0.57985,0.489362,0.688576,0,0
342,Literature,LOA,synthetic_literature_baseline,16,,,11,LOA,1,1,1000000,0.950763,0.980038,6032.101,0.10347,0.066885,347,65,1.25,200,62.6335,49.1114,0.467081,508.886,3.796875,1.773449,6.733565,0.832676,0.639117,0.543275,0.70705,0,0
343,Literature,LOA,synthetic_literature_baseline,16,,,12,LOA,1,1,1000000,0.941737,0.97637,7047.181,0.122259,0.081154,369,65,1.25,200,66.4112,52.3003,0.41986,476.997,3.6875,1.548233,5.709108,0.79698,0.677665,0.578551,0.711534,0,0
344,Literature,LOA,synthetic_literature_baseline,16,,,13,LOA,1,1,1000000,0.931388,0.97218,8298.986,0.144124,0.093904,387,65,1.25,200,70.065,54.8907,0.374188,451.093,3.578125,1.338891,4.79072,0.765084,0.714949,0.607206,0.715961,0,0
345,Literature,LOA,synthetic_literature_baseline,16,,,14,LOA,1,1,1000000,0.919644,0.967424,9701.207,0.168921,0.108536,396,65,1.25,200,74.1581,58.4041,0.323023,415.959,3.46875,1.120488,3.886692,0.728479,0.756715,0.646072,0.72188,0,0
346,Literature,LOA,synthetic_literature_baseline,16,,,15,LOA,1,1,1000000,0.90759,0.962536,11169.859,0.194229,0.125159,409,65,1.25,200,80.1106,62.3009,0.248618,376.991,3.359375,0.835199,2.805748,0.686894,0.817455,0.689178,0.733047,0,0
347,Literature,LOA,synthetic_literature_baseline,16,,,16,LOA,1,1,1000000,0.895756,0.957734,12618.122,0.219023,0.142105,418,65,1.25,200,84.8384,65.4421,0.18952,345.579,3.25,0.615939,2.001803,0.644501,0.865698,0.723927,0.737805,0,0
348,Literature,TRUNC,synthetic_literature_baseline,16,,,1,TRUNC,1,1,1000000,0.998644,0.999448,171.013,0.002813,0.002269,62,65,1.25,200,30.9982,35.4812,0.862523,645.188,4.890625,4.218275,20.630001,0.994324,0.316308,0.392496,0.636653,0,0
349,Literature,TRUNC,synthetic_literature_baseline,16,,,2,TRUNC,1,1,1000000,0.994417,0.997738,661.817,0.011772,0.007136,132,65,1.25,200,35.9954,38.4247,0.800058,615.753,4.78125,3.825276,18.289602,0.982148,0.3673,0.425058,0.655533,0,0
350,Literature,TRUNC,synthetic_literature_baseline,16,,,3,TRUNC,1,1,1000000,0.988245,0.995231,1396.55,0.024621,0.016887,196,65,1.25,200,40.6227,42.0354,0.742216,579.646,4.671875,3.467542,16.199924,0.957754,0.414517,0.465,0.66907,0,0
351,Literature,TRUNC,synthetic_literature_baseline,16,,,4,TRUNC,1,1,1000000,0.978763,0.991389,2577.598,0.0446,0.029171,261,65,1.25,200,43.1218,44.78,0.710977,552.2,4.5625,3.243834,14.799991,0.927024,0.440018,0.495361,0.670239,0,0
352,Literature,TRUNC,synthetic_literature_baseline,16,,,5,TRUNC,1,1,1000000,0.96748,0.986811,3890.059,0.068234,0.045362,312,65,1.25,200,47.788,49.5358,0.65265,504.642,4.453125,2.906332,12.942258,0.88652,0.487633,0.54797,0.679199,0,0
353,Literature,TRUNC,synthetic_literature_baseline,16,,,6,TRUNC,1,1,1000000,0.95318,0.981017,5657.044,0.098374,0.063788,345,65,1.25,200,54.0133,53.722,0.574833,462.78,4.34375,2.496932,10.846047,0.840424,0.551156,0.594278,0.689951,0,0
354,Literature,TRUNC,synthetic_literature_baseline,16,,,7,TRUNC,1,1,1000000,0.936204,0.97413,7632.347,0.133955,0.087909,379,65,1.25,200,56.5219,57.0038,0.543476,429.962,4.234375,2.301282,9.744489,0.780081,0.576754,0.630581,0.679017,0,0
355,Literature,TRUNC,synthetic_literature_baseline,16,,,8,TRUNC,1,1,1000000,0.917257,0.966447,9893.699,0.173742,0.113967,397,65,1.25,200,61.2572,59.3517,0.484286,406.483,4.125,1.997678,8.240421,0.714893,0.625073,0.656554,0.671788,0,0
356,Literature,TRUNC,synthetic_literature_baseline,16,,,9,TRUNC,1,1,1000000,0.894867,0.95737,12605.601,0.220809,0.144231,419,65,1.25,200,66.9168,63.9132,0.41354,360.868,4.015625,1.660621,6.668431,0.639183,0.682824,0.707014,0.668023,0,0
357,Literature,TRUNC,synthetic_literature_baseline,16,,,10,TRUNC,1,1,1000000,0.87004,0.947301,15562.032,0.272913,0.178724,427,65,1.25,200,71.8967,66.3769,0.351291,336.231,3.90625,1.372232,5.360281,0.552893,0.73364,0.734267,0.652429,0,0
358,Literature,TRUNC,synthetic_literature_baseline,16,,,11,TRUNC,1,1,1000000,0.842565,0.936165,18807.644,0.330721,0.215269,434,65,1.25,200,76.1281,71.5031,0.298399,284.969,3.796875,1.132984,4.301799,0.461469,0.776817,0.790974,0.637742,0,0
359,Literature,TRUNC,synthetic_literature_baseline,16,,,12,TRUNC,1,1,1000000,0.812274,0.923883,22461.15,0.394355,0.256643,438,65,1.25,200,80.1412,74.4423,0.248234,255.577,3.6875,0.915365,3.375407,0.357966,0.817767,0.823488,0.612001,0,0
360,Literature,TRUNC,synthetic_literature_baseline,16,,,13,TRUNC,1,1,1000000,0.779655,0.910659,26313.971,0.462916,0.300813,440,65,1.25,200,85.3867,77.6573,0.182666,223.427,3.578125,0.653601,2.338666,0.247467,0.871293,0.859052,0.588123,0,0
361,Literature,TRUNC,synthetic_literature_baseline,16,,,14,TRUNC,1,1,1000000,0.744981,0.896601,30455.372,0.535792,0.347816,441,65,1.25,200,90.0968,80.3929,0.123789,196.071,3.46875,0.429395,1.489462,0.129881,0.919355,0.889314,0.558084,0,0
362,Literature,TRUNC,synthetic_literature_baseline,16,,,15,TRUNC,1,1,1000000,0.707218,0.881288,34930.467,0.615095,0.399734,442,65,1.25,200,94.5492,86.6688,0.068135,133.312,3.359375,0.228892,0.768933,0.0,0.964788,0.958738,0.529423,0,1
363,Literature,TRUNC,synthetic_literature_baseline,16,,,16,TRUNC,1,1,1000000,0.300099,0.67004,56701.531,0.99978,5000.0,443,65,1.25,200,97.0816,90.3988,0.036481,96.012,3.25,0.118562,0.385325,0.0,0.990629,1.0,0.54672,0,1
364,Literature,LDCA,synthetic_literature_baseline,16,,,1,LDCA,1,1,1000000,0.999914,0.99996,0.0,5.2e-05,0.001557,42,65,1.25,200,18.4494,13.9043,1.019382,860.957,4.890625,4.985417,24.381805,0.996105,0.188259,0.153811,0.5449,0,0
365,Literature,LDCA,synthetic_literature_baseline,16,,,2,LDCA,1,1,1000000,0.997502,0.998993,299.148,0.00537,0.00203,57,65,1.25,200,23.2506,17.4226,0.959368,825.774,4.78125,4.586978,21.931489,0.994922,0.237251,0.19273,0.569299,0,0
366,Literature,LDCA,synthetic_literature_baseline,16,,,3,LDCA,1,1,1000000,0.994967,0.997959,643.157,0.01056,0.007022,127,65,1.25,200,28.4963,22.0208,0.893796,779.792,4.671875,4.175704,19.508368,0.982433,0.290779,0.243596,0.592587,0,0
367,Literature,LDCA,synthetic_literature_baseline,16,,,4,LDCA,1,1,1000000,0.991548,0.996573,1045.778,0.017759,0.011498,171,65,1.25,200,32.6612,25.1659,0.841735,748.341,4.5625,3.840414,17.521889,0.971236,0.333278,0.278388,0.609381,0,0
368,Literature,LDCA,synthetic_literature_baseline,16,,,5,LDCA,1,1,1000000,0.987506,0.994933,1564.117,0.02621,0.017481,202,65,1.25,200,36.5808,28.7309,0.79274,712.691,4.453125,3.530173,15.7203,0.956268,0.373273,0.317824,0.624531,0,0
